"count","id","value","long","lat","time"
"207","19949665","@britboi_lou @flyingjnai @cupid_boy86 youre denying me vital research material  ","-1.497795","54.978157","2015-04-24 09:59:11.523000"
"208","226555114","@greggsthebakers so the pub quiz is over, didnt stay to hear the answer, so when was the chilli con carne pasty decommissioned ?? ","-1.611529","54.972187","2015-04-24 09:59:00.054000"
"209","2801712735","fancy a sweet treat? how about these delightful muffins packed full of flavour, hurry theyll sell! @welovencl http://t.co/c5dp7mev3g ","-1.614447","54.97255","2015-04-24 09:58:44.116000"
"210","24772983","mayweather-pacquiao will b a class fight but not worth 94grand for a ticket crazy money that iz ","-1.549429","54.974782","2015-04-24 09:58:40.820000"
"211","257913528","been doing driving lessons since october 2013 and im still yet to put in for my test lol ","-1.465206","55.012707","2015-04-24 09:58:33.570000"
"212","52180842","@fishwickdavid hello dave, would you kindly dm the best way of contacting you via email pls. ","-1.508949","55.064283","2015-04-24 09:58:29.101000"
"213","387927967","@jamoworthington thats it lad. welcome to 2015 jimmy temples ","-1.605173","55.006281","2015-04-24 09:57:53.257000"
"214","371866986","wind 4 mph ene. barometer 989.7 hpa, falling very rapidly. temperature 21.9 c. rain today 0.0 mm. humidity 29% ","-1.583333","54.966667","2015-04-24 09:57:17.241000"
"215","726727958","@groovygoffy @natalieejones_ @annamcclenxx i love you guys i hope its loads of dildos!!!!!!!!!!!  ","-1.841842","54.853559","2015-04-24 09:57:05.507000"
"216","91810466","overslept, sound ","-1.624479","54.981628","2015-04-24 09:56:58.991000"
"217","511056720","@paul196512 @newcastleeagle @handmadeburger thanks should come this morning paul. mine did special delivery guaranteed before 1pm today :) ","-1.428471","54.99425","2015-04-24 09:50:51.912000"
"218","469545694","@mickywatt @matty_blythe1 @carl_do telling me am curled up in a ball now ","-1.442114","54.881677","2015-04-24 09:50:47.412000"
"219","2801712735","happy #friday everyone! i think todays going to be another busy one , the radio is one and we are busy preparing! #fridayfeeling ","-1.614459","54.972609","2015-04-24 09:50:45.568000"
"220","19949665","@britboi_lou @flyingjnai @cupid_boy86 show me yours to increase my expertise  ","-1.497808","54.978136","2015-04-24 09:50:34.428000"
"221","70973133","#chile #volcano: #ash and #smoke spread as far as #argentina following huge #eruption http://t.co/xpqulcegsh ","-1.485127","55.019625","2015-04-24 09:50:33.943000"
"222","346583976","feel rotten more sleep than for a while and.   worse for it. some one bring me a coffee ","-1.544771","54.97538","2015-04-24 09:50:18.162000"
"223","2995702013","#followfriday @akri2000 @andrescrucci @mrlachris @laurenarren @la_beba_71 @jlferguson50 @heidi_lil_miss @heydygomezz @wendywilliams04 ","-1.504734","54.899497","2015-04-24 09:49:53.240000"
"224","2995702013","#followfriday @gain_tweet_beau @1_bbycks_ @siga_gatito @bieyanbie @kittybankz @yhamberger @mobdaboss @hermosa_brisa_ @sbentley105 @16basara ","-1.504734","54.899497","2015-04-24 09:49:51.225000"
"225","2995702013","#followfriday @cristiana_carpe @gato_del_amor @3st3f4nyyy @_epicalien_ @crisditdemon @reanimator909 @photoshoper2015 @shortie_xo_3 ","-1.504734","54.899497","2015-04-24 09:49:48.803000"
"226","2995702013","#followfriday @skertzman @fakhrizina @seaweed115b @msmodel143 @mariefrettoloso @popoy_em @_a_n_n_o_ @lisawand2 @xanax_fairy @teamgatito ","-1.504463","54.899371","2015-04-24 09:49:46.443000"
"227","51223770","@slightly2wasted is there any other choice when theres cake in the house?! hahaha ","-1.594999","54.981148","2015-04-24 09:49:45.428000"
"228","19949665","@galleyfox there is nothing wrong with online relationships. times and ways of meeting people change. ","-1.497806","54.978149","2015-04-24 09:49:40.225000"
"229","143077323","hero of yesterday only @iamwaleed ","-1.608006","54.968953","2015-04-24 09:49:39.037000"
"230","522554854","life right now  http://t.co/v8spfqrmkv ","-1.603531","54.982655","2015-04-24 09:49:07.006000"
"231","511056720","@handmadeburger @newcastleeagle thank you very much  ","-1.428423","54.994284","2015-04-24 09:48:56.256000"
"232","841421424","#newcastleupontyne#guardian#citybridge#observer#review#april#2015#tyne# @ newcastle upon tyne https://t.co/fzczcpc8sn ","-1.617702","54.95924","2015-04-24 09:48:55.287000"
"233","19949665","@galleyfox im used to online relationships. i work offshore and have friends all over the world that i wouldnt speak to otherwise. ","-1.497823","54.978139","2015-04-24 09:48:36.600000"
"234","20445457","so, im in sunny murton. again. ","-1.401055","54.817143","2015-04-24 09:48:12.334000"
"235","70973133","#hsbc criticise #tory policy in #uk hq review announcement http://t.co/clxhcgfhni #eu #ge2015 #milibandmustwin #useyourvote ","-1.48496","55.019433","2015-04-24 09:48:06.740000"
"236","420218871","@kittyknits thats one smart phone. ","-1.656586","54.991724","2015-04-24 09:48:03.053000"
"237","20445457","@soupycup @adamplumpton @adclash i missed most of this as i was trying not to come last in the tap &amp; spile pub quiz. i came last. ","-1.40105","54.817137","2015-04-24 09:47:29.443000"
"238","27609819","@low_brow id love to. if you know of any, gimme a shout ;) ","-1.446963","55.03828","2015-04-24 09:47:17.834000"
"239","303093726","http://t.co/y76cqiy83q ","-1.428153","54.982936","2015-04-24 09:47:10.381000"
"240","51223770","im having cake for breakfast because i can. ","-1.594942","54.981096","2015-04-24 09:47:08.193000"
"241","93684499","last night http://t.co/skl6hkguwp ","-1.511195","55.022467","2015-04-24 09:46:47.740000"
"242","10800272","@pfbarberandshop morning! dont suppose you have space for a trim at about 11 do you? :) ","-1.614491","54.965853","2015-04-24 09:46:40.897000"
"243","1369419842","just thinking there, imagine if we do go down, how weird will it be playing in the championship again, at least well be winning games hahah ","-1.395173","54.919522","2015-04-24 09:46:06.803000"
"244","22785042","dropping car off for its service. (@ benfield nissan in newcastle upon tyne, tyne and wear) https://t.co/ws7ohczala ","-1.598964","54.979229","2015-04-24 09:45:42.662000"
"245","601943810","@danielturner10 can not wait !!!!!! ","-1.606768","54.973713","2015-04-24 09:45:28.037000"
"246","372370962","@thevampsjames my 11 year old brother is but he is at school rn ","-1.408939","54.892132","2015-04-24 09:45:25.693000"
"247","21410789","heard a rumour that @eepybird may be doing a version of their show this morning at 11am...... ","-1.621236","54.967523","2015-04-24 09:45:07.147000"
"248","1162540441","second week of @neplcricket here @tynemouthcc hopefully a better outcome, weather permitting !! http://t.co/pcraxdwbv2 ","-1.445596","55.018222","2015-04-24 09:44:33.818000"
"249","29696358","its true i am a @montaneuk @trailmagazine @webtogs biach.... http://t.co/kxfwope6np ","-1.604148","54.960423","2015-04-24 09:44:14.131000"
"250","1313802246","my name is david, i am very silly as i havent submitted my assignment and now its too late.. what a load of turd -_- #greatweek ","-1.411571","54.904954","2015-04-24 09:44:13.397000"
"251","856701950","i for one have definitely woke up on the wrong side of bed! ","-1.472262","55.021144","2015-04-24 09:43:50.209000"
"252","1200304723","check out our latest blog: http://t.co/9i4iixzsmu ","-1.669393","54.987494","2015-04-24 09:43:34.756000"
"253","498647767","@chroniclenufc @msidouglas 
carver http://t.co/k5jipz07md ","-1.469055","55.024978","2015-04-24 09:43:32.881000"
"254","350195917","@oldfartthree @hesapropercunt looks like the bloke from the cribs has had a stroke! ","-1.516537","54.974605","2015-04-24 09:43:19.600000"
"255","794384178","@joshuawong_97  https://t.co/0ihmmax6rc ","-1.42199","54.996714","2015-04-24 09:43:10.568000"
"256","115628915","thanks so much for the invite last night @onevoicepro what an amazing night!! #chezmal http://t.co/kvjq0efr4v ","-1.616004","54.924974","2015-04-24 09:42:06.615000"
"257","279733030","have such beautiful people in my life @thedanielbest @abbiedowse4 http://t.co/t9cnqvdbv5 ","-1.60659","54.984373","2015-04-24 09:41:55.490000"
"258","258068838","waking up to this weather instantly puts me in a good mood ","-1.487226","54.850473","2015-04-24 09:41:47.349000"
"259","176213858","a revolution of this kind has to come from the people, a grassroots movement. not done by the exact people that we want to eliminate! 2/2 ","-1.600948","54.990698","2015-04-24 09:41:41.021000"
"260","27609819","@low_brow - public dont often hear from someone inside fashion, about difficulties, global issues etc. would help people understand. ","-1.446969","55.038256","2015-04-24 09:41:32.287000"
"261","43742517","the room is completely packed for @nickrosenthal and judith townsley presentation at #iticonf15 http://t.co/hygykpgns6 ","-1.606343","54.966319","2015-04-24 09:41:21.568000"
"262","20641095","anyways.... time to get some serious work done huhuhu so stressful http://t.co/h4tgwlcx0j ","-1.391254","54.903743","2015-04-24 09:41:12.005000"
"263","1623877124","friday #payday #goodday#sunny   ","-1.5059","54.98595","2015-04-24 09:40:51.334000"
"264","191181689","back again! (at @intumetrocentre in gateshead, tyne and wear) https://t.co/f1l9vl7x0z ","-1.669192","54.957511","2015-04-24 09:40:46.568000"
"265","37900318","@daveailano @joelymorrison @dylanmorrison99 cheers mate ;) ","-1.514665","54.973856","2015-04-24 09:40:45.255000"
"266","27609819","@low_brow actually i agree. 1 of biggest difficulties is getting both sides to engage. you should come and talk @ event in next few months- ","-1.446984","55.038275","2015-04-24 09:40:34.521000"
"267","601943810","@danielturner10 dont you be so mean ! ","-1.607313","54.973473","2015-04-24 09:40:29.474000"
"268","205393248","@alexaheron well if it makes you feel any better it was unreal  ","-1.433061","54.918755","2015-04-24 09:40:19.927000"
"269","498647767","@thesundaypeople that is the biggest lie i have ever seen boris johnson is the politician most married women whould like an affair with ","-1.468675","55.024756","2015-04-24 09:40:16.412000"
"270","176213858","only electoral reform will make british politics legit and representative. but if its done by the people in charge? https://t.co/xonkzzdylb ","-1.598814","54.989004","2015-04-24 09:40:09.537000"
"271","184926151","@wehatevale @onenickhancock @scfcchick @duckmagstoke @pottermilf @bambic26 @verhoeven_karin @jonrowe1 https://t.co/yuazgctnq6 ","-1.504489","55.038956","2015-04-24 09:39:59.334000"
"272","496362177","@ruthazz hahaha #angerissues ","-1.447335","54.974991","2015-04-24 09:39:47.193000"
"273","83006574","@edinburghzoo hi can i just pay entry on arrival to zoo or do i need to precook. ","-1.468093","54.966894","2015-04-24 09:39:31.396000"
"274","81108153","@seymoresky depends on the radar map range. some sectors 5 miles doesnt look a lot so you might aim for more,others 5 doesnt look as tight ","-1.590818","55.082546","2015-04-24 09:39:03.255000"
"275","27609819","@low_brow and we wouldnt want to make things difficult for those working in the distribution part of the industry.... ","-1.446997","55.038287","2015-04-24 09:38:57.849000"
"276","519632181","what a day to be on half a day man, 2 hours left then straight in the garden with a few bottles  ","-1.538149","54.979657","2015-04-24 09:38:52.662000"
"277","206781292","been so spoilt i could cry, champagne breakfast too, seans done so well. such a lucky girl  http://t.co/w2p7fqux32 ","-1.620365","54.970231","2015-04-24 09:38:10.537000"
"278","2401351442","getting porridge in mcdonalds and not being able to take it out because they have no lids...im sure i can make it to argos safely ","-1.384017","54.907603","2015-04-24 09:37:38.286000"
"279","303987623","waiting on a ad on youtube is possibly the longest 5 seconds of my life  ","-1.554476","55.180559","2015-04-24 09:37:34.520000"
"280","603724178","fkn hell areet then ","-1.536983","54.893692","2015-04-24 09:37:33.114000"
"281","27609819","@low_brow which article are you talking about? by sam maher yesterday? moving to other countries is not something ive heard suggested. ","-1.446977","55.03829","2015-04-24 09:37:32.083000"
"282","1444135279","well attended welcome session at #iticonf15...great start! http://t.co/poqcoklaaw ","-1.607498","54.965317","2015-04-24 09:37:26.567000"
"283","511056720","received my free tickets for the @newcastleeagle game tonight courtesy of @handmadeburger and an extra treat a free meal for 2. thankyou  ","-1.4285","54.994272","2015-04-24 09:37:26.270000"
"284","220162200","@sallyfaye91 hi sally best of luck to you and graham on your new life! kev ","-1.539501","54.954086","2015-04-24 09:37:22.067000"
"285","1623877124","@ashleighcoulsx u not at work 2moz ash  xxxx ","-1.5059","54.98595","2015-04-24 09:37:19.052000"
"286","246051112","sun is shining,im in amazing mood,lifes damn fantastic,sometimes everything happens for a reason,dont live in the past...#futureplans ","-1.454224","54.824971","2015-04-24 09:37:18.989000"
"287","2958596357","@devikiskyp same here darling as weekend said to b raining uhhh xx ","-1.505772","55.002286","2015-04-24 09:36:34.630000"
"288","624491521","wish oil prices would rise like now i need to be back doing what i was ment to be doing offshore  ","-1.381415","54.919577","2015-04-24 09:36:17.067000"
"289","2249966776","really considering starting horse riding again ","-1.409702","54.891922","2015-04-24 09:36:13.536000"
"290","527853926","@gallowgateshots @puma @pumafootball look how easy it is to make a nice newcastle united kit! unlike the rubbish you produce! ","-1.600557","54.976435","2015-04-24 09:36:00.255000"
"291","220162200","961calories @speedflexncl @speedflexncl 30k cycle! ","-1.539501","54.954086","2015-04-24 09:35:56.802000"
"292","296311701","all i want out of life is to see snoop dogg live ","-1.566969","55.033243","2015-04-24 09:35:49.130000"
"293","174027653","@calumbogie dominos is worst for it like ","-1.53377","55.003137","2015-04-24 09:35:47.052000"
"294","303987623","how bad were chinos though  ","-1.55484","55.180726","2015-04-24 09:35:30.489000"
"295","115189068","ive had to push my hair back this is such a pain ","-1.622973","54.970978","2015-04-24 09:35:22.630000"
"296","174027653","whole day has went tits up already ","-1.533577","55.003165","2015-04-24 09:35:08.474000"
"297","38733028","can i go back to school so i dont have to do client audits and pick up on someone elses sloppy work?  ","-1.508612","54.954986","2015-04-24 09:34:58.552000"
"298","29651269","@debgreenwoodtv @alikqvc thank you for all your continuing kindness xx ","-1.437463","54.981011","2015-04-24 09:34:54.755000"
"299","19949665","@_chrisrodz looks like the right park to me  ","-1.49782","54.978138","2015-04-24 09:34:09.364000"
"300","206781292","@chhaaaarmac thank you char xxxx ","-1.620365","54.970231","2015-04-24 09:34:05.083000"
"301","205393248","@alexaheron its a yes i would of got you one if i hadnt already had mine and ate it  ","-1.433093","54.918702","2015-04-24 09:33:49.114000"
"302","583151607","visiting whitley bay, whyaye man like pet man ant and dec. ","-1.453445","55.049999","2015-04-24 09:33:44.458000"
"303","2330214453","@robbiesavage8 @themichaelowen just like michael owen it was alright about 15 years ago. lost its spark now. ","-1.83119","54.852083","2015-04-24 09:33:25.161000"
"304","262847172","kind of wish my dream was true lastnight. was can perfect ","-1.533661","54.949376","2015-04-24 09:33:14.692000"
"305","184926151","@wehatevale @onenickhancock @scfcchick @duckmagstoke @pottermilf @bambic26 @verhoeven_karin @jonrowe1 scfcsalutations http://t.co/n4mcgbnzcf ","-1.504473","55.038932","2015-04-24 09:33:00.286000"
"306","74203277","alright boys @ethanl_96 @tomyoung_9 http://t.co/zzypjipkkm ","-1.603689","54.977605","2015-04-24 09:32:52.427000"
"307","1372701343","@skysportsnewshq @championsleague #ssnhq barcelona ","-1.418355","54.908052","2015-04-24 09:32:49.552000"
"308","163487495","lets rock this shyte. the sun is shining. sooner i get done, more time digging later #consett #dogwalker tails ","-1.817389","54.840171","2015-04-24 09:32:48.099000"
"309","1162540441","@the_iog good luck to vic. im sure hell do well up here in the north !!! ","-1.445951","55.01737","2015-04-24 09:32:33.489000"
"310","24783745","to football fan #newcastleunited stadium @ st.james stadium https://t.co/nwg6ibluhm ","-1.621907","54.974908","2015-04-24 09:32:22.583000"
"311","534115975","@lyndastacey @talliroland @jjackson42 @_caroroberts @andrewisaacs @gill1michael @michaelfowler1 that tweet tells me the weekend is nigh! ","-1.471044","55.033195","2015-04-24 09:32:22.161000"
"312","420218871","@wewantplates @daveywound chuffing hell! must cost them a fortune in scales...would be cheaper to buy plates. ","-1.683226","55.002507","2015-04-24 09:32:17.193000"
"313","1028174628","screw flowers i want the chocolate  http://t.co/tsrib3ryst ","-1.652728","55.009736","2015-04-24 09:31:53.567000"
"314","184926151","@onenickhancock @scfcchick @duckmagstoke @wehatevale @pottermilf @bambic26 @verhoeven_karin @jonrowe1 #coymmp http://t.co/u3odewkgzq ","-1.504487","55.03888","2015-04-24 09:31:37.395000"
"315","703175306","jeremy kyle helping losers like me feel better about ourselves since 1995 ","-1.588673","54.920674","2015-04-24 09:31:34.692000"
"316","20641095","im not crying theres just something in my eye http://t.co/oryntxogss ","-1.391265","54.903716","2015-04-24 09:31:28.020000"
"317","31393009","but racing stripe ","-1.373913","54.923745","2015-04-24 09:31:12.411000"
"318","1006380079","temp:15.6c  
high:15.6c  
low:6.8c
wind:3.8mph sw
gust:9.2mph
pressure: 1000.9 
rain: 0.0mm.  
#wallsend ","-1.544167","54.999444","2015-04-24 09:31:11.692000"
"319","31393009","i love my racing stripe though...but its going a bit bad. 
three years of bleaching isnt good...and its not really going white anymore... ","-1.373913","54.923745","2015-04-24 09:31:02.286000"
"320","420218871","@kittyknits theres always that one numpty... ","-1.683221","55.002499","2015-04-24 09:30:29.240000"
"321","43437359","what to watch when your up so early.... go on then jezza kyle ","-1.733576","54.972388","2015-04-24 09:30:27.177000"
"322","1251485750","volunteers required to dig the main border on may 3rd, 9-2; @loveblakelaw @benriley1980 @davidstockdale? http://t.co/qspqnlerky ","-1.649878","54.984228","2015-04-24 09:30:16.411000"
"323","2572348379","@clinic_178 you guys are crazy  ","-1.538413","55.00034","2015-04-24 09:30:13.099000"
"324","1037157014","09:30 bst: temperature: 18.7c, wind: n, 0 mph (ave), 3 mph (gust), humidity: 56%, rain (hourly) 0.0 mm, pressure: 1022 hpa, falling slowly ","-1.45898","54.9618","2015-04-24 09:30:07.912000"
"325","2359956662","an amazing 1285 profit raised at last night ladies film night for @nckrf sponsored by #prosafe. great night &amp; thanks to everyones support ","-1.609675","55.004982","2015-04-24 09:30:01.083000"
"326","20641095","hes so perfect omg ;~~~;  http://t.co/9xmblxfz9c ","-1.393855","54.903684","2015-04-24 09:29:58.224000"
"327","206781292","@lewisreid23 i forgot to say happy birthday yesterday, im the worst! so happy belated birthday and ill see you tomorrow no doubt xxx ","-1.620326","54.970222","2015-04-24 09:29:58.068000"
"328","205393248","@alexaheron haha you wish  ","-1.432955","54.918553","2015-04-24 09:29:57.974000"
"329","19609879","poor dave hill. reduced to this. #jeremykyle #slade http://t.co/brjhppkzqz ","-1.404453","54.8995","2015-04-24 09:29:56.708000"
"330","19949665","@galleyfox ditto, but it saves me from going out and meeting actual people. ","-1.497814","54.97813","2015-04-24 09:29:55.583000"
"331","20784683","temp:17.9c wind:6.1 mph barometer:1007.3 mb rain:0.0 mm humidity:64% #ukweather. ","-1.488889","55.0425","2015-04-24 09:29:53.037000"
"332","31393009","ive had my racing stripe for like three and half years. 
maybe its time for a change. 
time to slow down? ","-1.373903","54.923743","2015-04-24 09:29:53.037000"
"333","291987982","off to see my lovely uni house this morning and then a weekend away to celebrate the sisters birthday! revision will have to wait!  ","-1.391353","54.90341","2015-04-24 09:29:46.396000"
"334","101256904","cant believe its been a year since leavers hoodies  http://t.co/bz9proifh5 ","-1.547332","54.93826","2015-04-24 09:29:30.130000"
"335","420218871","@askswadders on the back burner... ","-1.683342","55.002508","2015-04-24 09:29:26.380000"
"336","205393248","@georgialx fuck ","-1.433128","54.918766","2015-04-24 09:29:21.130000"
"337","2366600403","@jonathanjoly else but ill be in london that day and itll probably be my only chance to meet you bc im from newcastle ","-1.587527","55.080901","2015-04-24 09:29:16.333000"
"338","847493624","mmm pancakes ","-1.390751","54.903669","2015-04-24 09:29:10.786000"
"339","262847172","had 3 different dreams lastnight and @willambelli was in all of them. this really needs to stop ","-1.533568","54.949453","2015-04-24 09:28:53.193000"
"340","206781292","@chrishendrie10 thanks x ","-1.62034","54.970227","2015-04-24 09:28:46.740000"
"341","613475440","@aayyttmm @davidgold #nufc dont accept any body into their bosom who originates any where south of angel of the north imo ","-1.456594","55.013764","2015-04-24 09:28:38.662000"
"342","294278456","@bbcradio2 absolutely love the live version of parklife this morning ","-1.434533","54.991871","2015-04-24 09:28:34.833000"
"343","206781292","@aimee_scanlinx thank you babes xx ","-1.62034","54.970227","2015-04-24 09:28:31.990000"
"344","2366600403","@jonathanjoly if we come to that big walkies thing do we definitely get to meet you? i cant take part in it because im going to something ","-1.587527","55.080901","2015-04-24 09:28:30.287000"
"345","206781292","@_hoodiee thanks lauren xxx ","-1.620372","54.970226","2015-04-24 09:28:21.677000"
"346","3128840819","today i am @thelakepoets no.1 fan. - the sun is shining and sunderland riverside is beautiful ","-1.59856","54.942255","2015-04-24 09:28:19.912000"
"347","420218871","@weddingpresent only 3 candles? is that due to health &amp; safety? 
belated wishes david,hope you enjoyed your trifle. ","-1.683318","55.002523","2015-04-24 09:28:16.912000"
"348","262847172","what a cringeeee ","-1.533568","54.949453","2015-04-24 09:28:04.006000"
"349","56368124","#word @hopecitysheff by @davegilpin absolutely loved this message on @tbnuktv  #middlechildsyndrome http://t.co/mzn6pvoo4m ","-1.427215","54.891507","2015-04-24 09:27:44.646000"
"350","291987982","@em__scott @chrissy_hardy pda pda!!!!!!!  ","-1.391326","54.903423","2015-04-24 09:27:39.037000"
"351","117082468","@englandgolf luke donald, gary wolstenholme, paul casey? ","-1.690123","55.169387","2015-04-24 09:27:33.021000"
"352","19949665","@itsjamierawr is this a new form of morse code? ","-1.497792","54.978144","2015-04-24 09:27:19.975000"
"353","564592238","@robinarmstrong4 hahahaha  you can try ","-1.589901","54.948076","2015-04-24 09:26:53.256000"
"354","569424348","@stevennufc97 sack work off ","-1.51396","55.007741","2015-04-24 09:26:51.912000"
"355","94165963","@kirstynicholson hun you gotta fight it!! ","-1.590671","54.985542","2015-04-24 09:26:49.740000"
"356","569424348","@stevennufc97 what .... ","-1.51396","55.007743","2015-04-24 09:26:25.741000"
"357","2513150469","cannot be dealing with me grandas crack at this time zzzzzzzz ","-1.544424","55.008798","2015-04-24 09:25:55.210000"
"358","2832092927","@meganpickfordd remember your charger today!  ","-1.534288","55.115332","2015-04-24 09:25:55.163000"
"359","934844606","allahu akbar ","-1.861702","54.959477","2015-04-24 09:25:41.600000"
"360","235507292","nahhhh my excitement to see age of ultron on sunday is unreaal  ","-1.461364","54.824043","2015-04-24 09:25:16.132000"
"361","1444135279","lets take #iticonf15 to think about how to renew, rejuvenate, regenerate our careers, iti and finally our industry a a whole@iwandavies ","-1.607529","54.96492","2015-04-24 09:25:05.741000"
"362","23615225","this tummy ache hurts ","-1.397923","54.902143","2015-04-24 09:24:52.976000"
"363","42176419","its too early for this https://t.co/qwkghk9roz ","-1.622651","54.966283","2015-04-24 09:24:49.679000"
"364","27609819","@low_brow ive been involved in this since living in cambodia during protest. info from a variety of places. ","-1.446983","55.038291","2015-04-24 09:24:29.445000"
"365","29651269","@alikqvc took some on wednesday which i posted here, heading out now for more, hoping thatll take edge off my anxiety today, take care xx ","-1.433638","54.996732","2015-04-24 09:24:23.101000"
"366","260138565","@carole29 haha thanks my friend ","-1.606505","54.992481","2015-04-24 09:24:22.382000"
"367","2513150469","probably a shit shag if she cheated on him haha am traumatised tf mam!!!!!!!!!!! ","-1.544424","55.008798","2015-04-24 09:24:18.679000"
"368","1583987317","@dailynail85 thanks sam for rt ","-1.621708","55.035067","2015-04-24 09:24:14.679000"
"369","19949665","@britboi_lou @flyingjnai @cupid_boy86 a professional everything, and a world renowned dick expert  ","-1.497816","54.978149","2015-04-24 09:23:45.257000"
"370","3047320502","help ","-1.84802","54.86757","2015-04-24 09:23:30.991000"
"371","27609819","@low_brow 100% this is part of wider global issues. but change is very slow in coming and its difficult to justify brands not doing more. ","-1.446964","55.038289","2015-04-24 09:23:30.085000"
"372","3034633271","@tim_burgess @thecharlatans - this looks like a damn fine football/music interface. http://t.co/8tqdq6msy5 ","-1.465032","55.025894","2015-04-24 09:23:25.679000"
"373","2366600403","@danisnotonfire my mam interrupted my sleep for school, that isnt a good enough reason either ","-1.576915","55.092459","2015-04-24 09:23:13.913000"
"374","115189068","fuck heat ","-1.622973","54.970978","2015-04-24 09:23:02.835000"
"375","489805363","applying for my dissertation project is making me feel far too grown up  ","-1.600294","54.991044","2015-04-24 09:22:29.679000"
"376","274521432","@gonortheast the problem is that i wasnt late, yet its still acceptable for the driver to leave early. as i say its cost me a lot of time ","-1.494601","54.840226","2015-04-24 09:21:59.367000"
"377","351668846","@pressbench wow, whens the open top bus parade? ","-1.399111","54.970863","2015-04-24 09:21:10.367000"
"378","30735324","ive had more dreams about nigella lawson than ive had about any other human and i have no idea why  shes a dream invader. ","-1.606426","54.968624","2015-04-24 09:21:05.352000"
"379","29196193","#iticonf15 starting :) http://t.co/c8xehab3eu ","-1.605796","54.965948","2015-04-24 09:20:47.883000"
"380","515617328","could eat special k forevvvz ","-1.379398","54.8727","2015-04-24 09:20:28.445000"
"381","2366600403","@troyesivan @zedd this is so fucking amazing oh my god ","-1.580728","55.101191","2015-04-24 09:20:27.555000"
"382","1885825724","opening talk at the #iticonf15 @iticonference #xl8 http://t.co/edaslvj8zu ","-1.605819","54.96592","2015-04-24 09:20:23.039000"
"383","70973133","#tory cuts left his gran left on brink of #suicide - #living off just 1p a week http://t.co/6hgxeqtchg #milibandmustwin #ge2015 #useyourvote ","-1.484504","55.019023","2015-04-24 09:20:20.477000"
"384","878715283","@kieranatkinsurn @_bradmcc either way the log hit the drink ","-1.629872","55.179687","2015-04-24 09:20:19.492000"
"385","3193936024","#nuagents15 http://t.co/p5dxowy5oj ","-1.578973","54.963552","2015-04-24 09:19:59.040000"
"386","131942480","meeting the stunning @elle_obuoys today :) cant wait to hear and share some filthy craic :) ","-1.541909","55.065544","2015-04-24 09:19:46.289000"
"387","371866986","wind 3 mph se. barometer 993.3 hpa, falling very rapidly. temperature 20.8 c. rain today 0.0 mm. humidity 32% ","-1.583333","54.966667","2015-04-24 09:19:17.086000"
"388","1885825724","opening talk at the #iticonf15 @iticonference #xl8 http://t.co/rpoyflusbo ","-1.60582","54.965937","2015-04-24 09:18:38.415000"
"389","205393248","do mcdonalds do normal menu before half 10???????? ","-1.40937","54.909196","2015-04-24 09:18:30.961000"
"390","2366600403","@troyesivan @zedd troye holy shit ","-1.580658","55.102226","2015-04-24 09:18:28.618000"
"391","2366600403","@jimstweetings i just need a friend in real life if im honest ","-1.580938","55.097716","2015-04-24 09:17:42.086000"
"392","90902566","still sleepy from the avengers the other night! i am such a different lady to the one i was 5 years ago at uni! ","-1.642226","54.957242","2015-04-24 09:17:30.649000"
"393","1314887946","so so excited  ","-1.708352","55.037232","2015-04-24 09:17:06.899000"
"394","3007381839","wow this is pretty! i want watercolour tattooed forget-me-nots... https://t.co/mwvhnkuj5t ","-1.614196","54.954894","2015-04-24 09:17:04.821000"
"395","19949665","@britboi_lou @flyingjnai @cupid_boy86 im a professional so i should check for myself  ","-1.497849","54.978119","2015-04-24 09:17:04.415000"
"396","351668846","friday. payday also. brill. ","-1.39855","54.970764","2015-04-24 09:16:59.321000"
"397","1028174628","@snwflkezayn @stylearose @sexymalikstyles he is just ugh i love him ","-1.652725","55.009733","2015-04-24 09:16:43.837000"
"398","90902566","@mike__howie  ;d https://t.co/xwffohdotw ","-1.642171","54.957456","2015-04-24 09:16:20.790000"
"399","279219517","@psychoticlove_ well yeah :p ","-1.675811","54.951494","2015-04-24 09:16:15.462000"
"400","243583305","friday, payday, day off &amp; the suns out. little driving lesson then shopping before a night at the dogs!  ","-1.438409","54.881384","2015-04-24 09:16:11.025000"
"401","334363650","the smug idiots that told me yesterday @kthopkins has been sacked wont be so smug now. guess your pathetic petition didnt work   ","-1.444418","55.033554","2015-04-24 09:16:03.509000"
"402","94165963","want to get paid now please plz ","-1.590678","54.985601","2015-04-24 09:15:31.400000"
"403","80582141","the things i tell people when am drunk sucky aye? lush you ","-1.671512","54.970675","2015-04-24 09:15:28.135000"
"404","1425544573","@savannamcn457 happy birthday  xx ","-1.378966","54.898227","2015-04-24 09:15:21.885000"
"405","279219517","@psychoticlove_ when i wash my face ","-1.675795","54.951521","2015-04-24 09:15:07.244000"
"406","205393248","@alexaheron was nice tbf but not as nice as this mcdonalds will be  im just gonna have to power through today somehow  ","-1.409215","54.910182","2015-04-24 09:15:04.291000"
"407","289924904"," https://t.co/qzkblag5fv ","-1.613897","54.999334","2015-04-24 10:53:00.617000"
"408","335505447","would i? yes, yes i would. http://t.co/khpt91h5uh ","-1.658604","54.9952","2015-04-24 10:52:49.539000"
